VANID	AGE	PCT_C	PCT_P	PCT_J	PCT_M	FN_HISP	LN_HISP	FL_HISP	BG_SEG	PCT_SD2	PCT_LD2	REG_DAYS	CD1	CD2	CD3	CD4	CD5	CD6	CD7	CD8	CD9	CD10	VF1	VF2	VF3	VF4	VF5	VF6	VF7	VF8	VF9	VF10	VF11	VF12	VF13	VF14	VF15	VF16	VF17	VF18	VF19	VF20	VF21	VF22	VF23	VF24	VF25	VF26	VF27	VF28	VF29	VF30	VF31	VF32	VF33	VF34	VF35	VF36	VF37	VF38	VF39	VF40	VF41	VF42	VF43	VF44	VF45	VF46	VF47	VF48	VF49	VF50	GPELIG	PPELIG	MPELIG	EPELIG	C04	C06	PP08D	PP08R	set_no	set_no2	dv	pv	gd_Aw	gd_2w	sd_Aw	sd_2w	pad	pmd	pff	rbe	rbw	hrbe	hrbm	hrbl	lpsd2	lpld2	v08	sd2_sc1	sd2_Sc2	sd2_sc3	v08_Score
1	44	0	0	0	0	41.8	0	41.8	22.9	75	61	8792	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	100	62.5	60	76.2	0	0	0	0	1	6	N	Y	N	 	N	 	 	 	 	 	 	N	Y	N	 	N	Y	73.5	74.4	74	89
9	64	0	0	0	0	2.1	1.7	1.9	0	65	51.5	7124	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	62.5	12.5	0	28.6	0	0	0	0	2	67	N	N	 	 	 	 	 	 	 	 	 	 	 	 	 	 	Y	71.2	74.6	72.9	80
1	71	0	0	0	0	1.8	.3	1.1	58.5	79.7	64.4	9611	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	75	37.5	40	52.4	0	0	1	0	2	8	N	Y	 	 	 	 	 	 	 	 	 	N	N	Y	 	 	Y	71.9	77.8	74.8	96
1	47	0	0	0	0	3.5	0	3.5	22.8	78.1	53.3	5244	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	87.5	50	60	66.7	0	0	0	0	2	2	N	Y	N	N	N	N	 	N	N	N	Y	N	N	Y	 	N	Y	77.9	79.7	78.8	94
1	78	0	0	0	0	1	0	1	13.3	64.4	46.2	7698	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	87.5	100	60	85.7	0	0	0	1	2	25	N	Y	N	N	N	N	 	N	N	Y	Y	 	 	 	N	N	Y	44.4	53.2	48.8	99
9	51	0	0	0	0	3	0	3	16.5	80.9	62.5	3923	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	100	85.7	75	88.9	0	0	0	0	1	21	N	Y	N	N	Y	Y	 	N	N	N	N	N	Y	N	 	 	Y	70.5	76.1	73.3	91
9	69	0	15.2	0	0	6.5	0	6.5	12.8	69.1	55.9	6426	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	62.5	0	20	28.6	0	0	1	0	2	16	N	Y	N	 	N	 	 	 	 	 	 	N	Y	N	Y	Y	Y	82.3	77.8	80.1	98
9	43	0	0	0	0	4.7	0	4.7	43.1	88.3	76.3	6742	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	37.5	0	0	14.3	0	0	0	0	1	13	N	N	 	 	 	 	 	 	 	 	 	 	 	 	 	 	Y	97.8	89.8	93.8	54
1	45	0	0	0	0	1.7	0	1.7	0	48.1	50.8	8469	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	25	0	0	9.5	0	0	0	0	2	75	N	Y	N	 	N	 	 	 	 	N	N	 	 	 	 	 	Y	65.3	69.1	67.2	80
2	84	0	0	0	0	3.3	.3	1.8	18.4	81.8	49.7	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	62.5	37.5	60	52.4	0	0	0	0	1	38	N	N	 	 	 	 	 	 	 	 	 	 	 	 	 	Y	Y	78.6	82.2	80.4	98
2	61	0	0	0	0	1.2	0	1.2	26.8	88.9	37.3	6566	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	50	12.5	0	23.8	0	0	0	0	2	17	N	Y	N	 	N	 	 	 	Y	N	N	 	 	 	 	 	Y	88.3	89.8	89.1	82
2	71	0	0	0	0	2.9	0	2.9	13.5	51.3	44.5	7554	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	100	50	60	71.4	0	0	0	0	2	58	N	Y	N	N	N	N	 	 	 	N	N	 	 	 	 	 	Y	37.7	32.5	35.1	68
2	80	0	0	0	0	3.2	0	3.2	0	100	22.7	6086	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	87.5	37.5	60	61.9	0	0	0	1	1	51	N	Y	N	 	N	 	 	Y	N	 	 	 	 	 	 	N	Y	88.7	95.1	91.9	97
2	52	0	13	0	0	2.4	0	2.4	20.9	64.5	54	7495	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	62.5	0	0	23.8	0	0	0	0	1	17	N	N	 	 	 	 	 	 	 	 	 	N	Y	N	 	Y	Y	73.5	74.6	74.1	92
2	83	0	0	0	0	3.4	.3	1.9	34.2	72.9	60.7	7335	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	87.5	25	20	47.6	0	0	0	0	1	43	N	Y	Y	Y	Y	Y	 	 	Y	Y	Y	Y	N	N	 	N	Y	63.8	72.4	68.1	93
2	78	0	0	0	0	5.5	0	5.5	11.2	76.5	57.9	5313	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	100	75	80	85.7	0	0	1	0	2	87	N	Y	N	N	N	N	N	N	N	N	Y	 	 	 	 	Y	Y	65.4	65.6	65.5	99
2	58	0	0	0	0	3.4	.4	1.9	0	80.3	70.2	8385	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	87.5	37.5	60	61.9	0	0	0	0	2	18	N	N	 	 	 	 	 	 	 	 	 	 	 	 	 	N	Y	80.9	82.9	81.9	88
2	63	0	0	0	0	2.5	.5	1.5	11.9	76.5	57.9	4027	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	42.9	28.6	50	38.9	0	0	1	0	1	6	N	N	 	 	 	 	 	 	 	 	 	 	 	 	 	Y	Y	92.7	76.9	84.8	97
3	81	0	0	0	0	2.4	.4	1.4	11.3	69	54.3	8113	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	100	62.5	80	81	0	0	0	0	1	47	N	Y	N	N	N	 	 	N	N	N	Y	 	 	 	 	N	Y	53.9	64.9	59.4	97
2	32	0	0	0	0	1.8	.8	1.3	0	80	70.1	3737	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	57.1	0	50	35.3	0	0	0	0	2	84	N	Y	Y	Y	Y	Y	Y	Y	N	N	Y	 	 	 	 	 	Y	92.1	87.2	89.6	53
2	62	0	0	0	0	3.4	0	3.4	13.3	82.2	62.6	5399	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	100	12.5	20	47.6	0	0	0	0	1	79	N	Y	Y	Y	Y	Y	 	Y	N	N	N	 	 	 	 	 	Y	83.8	86.6	85.2	78
2	89	0	0	0	0	3.4	0	3.4	26.9	93.9	65.7	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	75	62.5	80	71.4	0	0	0	0	2	29	N	Y	N	 	Y	Y	 	 	 	Y	Y	 	 	 	 	 	Y	90.7	84.7	87.7	90
2	47	0	15.9	59.9	0	23.2	0	23.2	18.4	86.7	65.3	3187	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	66.7	16.7	66.7	46.7	0	0	0	0	1	50	N	Y	N	N	N	 	 	 	Y	N	N	 	 	 	 	Y	Y	90.6	94.3	92.4	94
2	77	0	0	0	0	2.5	0	2.5	15.8	60	50	8312	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	100	62.5	60	76.2	0	0	0	0	1	50	N	N	 	 	 	 	 	 	 	 	 	 	 	 	 	 	Y	39.1	40.1	39.6	83
3	73	0	0	0	0	4	0	4	0	60.5	49.3	4833	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	87.5	50	80	71.4	0	0	0	0	1	56	N	Y	N	 	Y	Y	 	 	Y	N	N	N	Y	N	 	Y	Y	53	62.4	57.7	86
3	71	0	12.2	0	0	4.7	0	4.7	22.8	22.2	30	4621	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	87.5	75	80	81	0	0	0	1	2	79	N	Y	N	 	N	 	 	N	N	Y	Y	 	 	 	 	N	Y	11	37.8	24.4	99
2	47	0	14.7	0	0	4.8	0	4.8	23.1	70	52.5	5393	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	25	0	0	9.5	0	0	0	0	1	53	N	Y	Y	Y	N	N	 	 	Y	N	Y	 	 	 	 	Y	N	83.1	82.3	82.7	93
2	61	0	0	0	0	87.8	.4	44.1	16.9	62.9	51.2	4956	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	62.5	0	20	28.6	0	0	0	0	2	30	N	N	 	 	 	 	 	 	 	 	 	 	 	 	 	 	Y	82	63.3	72.6	78
3	64	0	0	0	0	2.9	.6	1.8	0	65.9	47.8	3650	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	100	66.7	75	81.3	0	0	1	0	2	1	N	N	 	 	 	 	 	 	 	 	 	 	 	 	 	Y	Y	51.6	53.2	52.4	99
3	52	0	0	0	0	6.7	1.3	4	17.6	65.5	51.4	7335	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	37.5	12.5	40	28.6	0	0	0	0	1	9	N	Y	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	69.2	68.9	69	81
3	75	0	0	0	0	2	0	2	33.9	61.1	47.5	4377	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	42.9	14.3	20	26.3	0	0	0	0	2	4	N	Y	N	 	N	 	 	 	 	N	N	 	 	 	 	 	Y	64.6	77.1	70.9	93
3	60	0	0	0	0	15	.7	7.9	19.9	76.1	53.7	8426	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	100	62.5	80	81	0	0	0	1	1	71	N	Y	 	 	 	 	 	 	 	 	 	 	 	 	 	N	Y	64.1	74.4	69.2	98
3	49	0	15.5	0	0	4.2	.8	2.5	10.3	65.6	55.2	5635	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	25	12.5	0	14.3	0	0	0	0	1	36	N	Y	N	N	N	N	 	 	 	N	N	 	 	 	 	 	Y	82.2	74.6	78.4	69
3	85	0	0	0	0	3.7	.5	2.1	0	72.5	64.7	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	100	87.5	80	90.5	0	0	0	1	2	50	N	Y	N	 	N	 	 	 	Y	N	N	 	 	 	 	N	Y	55.5	57.8	56.7	99
2	90	0	0	0	0	1.3	.4	.9	31.3	39.2	41.5	7699	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	87.5	62.5	80	76.2	0	0	0	1	1	43	N	N	 	 	 	 	 	 	 	 	 	 	 	 	 	N	Y	22	37.8	29.9	97
1	79	0	0	0	0	15.3	0	15.3	0	50.6	46.6	4082	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	71.4	57.1	25	55.6	0	0	0	0	1	6	N	Y	Y	Y	Y	Y	 	Y	N	N	N	 	 	 	 	 	Y	48.5	52.7	50.6	92
3	66	0	0	0	0	5.3	.5	2.9	8.5	80.6	52.7	4522	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	87.5	62.5	40	66.7	0	0	0	0	1	11	N	Y	N	N	N	N	 	N	N	N	N	 	 	 	 	N	Y	77.2	82.9	80	97
3	84	0	0	0	0	6.5	.3	3.4	14	68.2	48.8	4097	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	85.7	71.4	100	83.3	0	0	0	1	2	22	N	N	 	 	 	 	 	 	 	 	 	N	Y	N	 	Y	Y	57.7	56.1	56.9	99
3	87	0	0	0	0	1.6	2.3	2	11.8	76.8	62.5	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	100	87.5	80	90.5	0	0	1	0	2	88	N	Y	N	 	Y	Y	 	 	 	 	 	 	 	 	Y	Y	Y	74.6	77.4	76	99
2	70	0	0	0	0	5.4	.2	2.8	17.7	46.8	37.8	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	100	75	80	85.7	0	0	0	1	2	13	N	Y	N	N	N	N	 	N	N	N	N	 	 	 	 	N	Y	34.7	38.7	36.7	100
3	73	0	0	0	0	2.5	0	2.5	13.1	71.2	53.6	4951	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	87.5	62.5	40	66.7	0	0	0	0	2	55	N	N	 	 	 	 	 	 	 	 	 	 	 	 	 	N	Y	66.3	68	67.2	91
3	67	0	0	0	0	4.4	.4	2.4	0	77.8	67.4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	50	50	0	38.1	0	0	0	0	2	75	N	Y	N	 	N	 	 	 	 	Y	Y	 	 	 	 	 	Y	84.9	87.2	86.1	93
3	91	0	0	0	0	8.7	0	8.7	0	51.9	40.3	6497	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	12.5	0	0	4.8	0	0	0	0	2	83	N	N	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	61.1	69.1	65.1	89
2	73	0	0	0	0	2.4	0	2.4	54.7	79.3	79.8	6329	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	25	0	0	9.5	0	0	0	0	2	11	N	N	 	 	 	 	 	 	 	 	 	 	 	 	N	N	N	85.3	87.4	86.3	93
3	76	0	0	0	0	3.4	0	3.4	51.4	100	63.3	9032	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	100	50	80	76.2	0	0	0	0	2	76	N	N	 	 	 	 	 	 	 	 	 	 	 	 	 	 	Y	85.6	95.1	90.4	87
3	77	0	0	0	0	14.3	.2	7.3	15.2	33.3	37.3	8851	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	100	50	60	71.4	0	0	1	0	2	26	N	Y	Y	Y	N	 	Y	Y	N	N	Y	 	 	 	 	Y	Y	26	38.7	32.4	96
3	51	0	0	0	0	3.3	0	3.3	15.9	69.1	47.3	8139	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	87.5	62.5	80	76.2	0	0	1	0	1	91	N	Y	 	 	 	 	 	 	 	Y	Y	N	Y	N	 	 	Y	54.5	54.1	54.3	94
2	68	0	0	0	0	3.1	0	3.1	15.2	42.1	31.1	9171	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	75	75	80	76.2	0	0	1	0	2	53	N	Y	N	 	N	 	 	 	Y	Y	Y	 	 	 	 	Y	Y	39.4	42.8	41.1	96
3	51	0	0	0	0	0	.4	.4	22.4	43.2	40.1	5929	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	12.5	12.5	0	9.5	0	0	0	0	1	2	N	Y	N	 	N	 	 	Y	N	N	Y	 	 	 	 	 	Y	61.9	69.1	65.5	81
1	61	0	10.8	53.7	0	2	0	2	14.9	87.7	70.3	8833	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	87.5	50	40	61.9	0	0	1	0	1	31	N	N	 	 	 	 	 	 	 	 	 	Y	N	N	Y	Y	Y	82.2	81.5	81.8	98
1	69	0	0	0	0	3	0	3	17.5	75.4	59.5	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	87.5	0	40	42.9	0	0	0	1	1	92	N	N	 	 	 	 	 	 	 	 	 	 	 	 	 	N	Y	78.2	88.6	83.4	99
3	36	0	0	0	0	2.4	0	2.4	0	70.7	53.5	2483	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	60	40	0	41.7	0	0	1	0	1	88	N	Y	N	 	N	 	 	Y	N	N	Y	N	N	Y	 	Y	Y	81.7	77.8	79.7	97
3	87	0	0	0	0	3.7	0	3.7	0	66.7	35.3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	87.5	62.5	80	76.2	0	0	0	1	1	49	N	N	 	 	 	 	 	 	 	 	 	 	 	 	 	N	Y	69.1	63.2	66.2	99
3	53	0	0	0	0	3.5	.4	2	25.9	69.8	48.2	4248	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	85.7	0	25	38.9	0	0	0	0	2	29	N	Y	Y	Y	Y	Y	 	Y	N	N	N	 	 	 	 	Y	Y	74.4	70.5	72.5	95
3	64	0	0	0	0	2.6	.5	1.6	25.5	44.4	41.9	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	100	75	80	85.7	0	0	0	0	2	93	N	Y	N	N	N	 	 	N	N	N	N	 	 	 	 	N	Y	28.1	38.1	33.1	95
3	35	0	12.7	57.2	0	1.6	.2	.9	15.1	76.4	60.8	2308	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	20	0	0	8.3	0	0	0	0	2	93	N	Y	N	 	Y	Y	 	 	Y	N	N	 	 	 	 	 	Y	91.5	84.9	88.2	56
2	43	0	0	0	0	0	0	0	14.9	66	39	3058	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	33.3	0	33.3	20	0	0	0	0	1	68	N	N	N	N	N	N	N	N	N	N	Y	 	 	 	 	 	Y	75.4	68.9	72.1	87
2	50	0	0	0	0	0	.1	.1	7.5	50	32.7	7875	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	75	0	60	42.9	0	0	0	0	1	2	N	Y	N	 	N	 	 	 	Y	N	Y	 	 	 	 	 	Y	50.6	42.8	46.7	83
