VANID	AGE	PCT_C	PCT_P	PCT_J	PCT_M	FN_HISP	LN_HISP	FL_HISP	BG_SEG	PCT_SD2	PCT_LD2	REG_DAYS	CD1	CD2	CD3	CD4	CD5	CD6	CD7	CD8	CD9	CD10	VF1	VF2	VF3	VF4	VF5	VF6	VF7	VF8	VF9	VF10	VF11	VF12	VF13	VF14	VF15	VF16	VF17	VF18	VF19	VF20	VF21	VF22	VF23	VF24	VF25	VF26	VF27	VF28	VF29	VF30	VF31	VF32	VF33	VF34	VF35	VF36	VF37	VF38	VF39	VF40	VF41	VF42	VF43	VF44	VF45	VF46	VF47	VF48	VF49	VF50	GPELIG	PPELIG	MPELIG	EPELIG	C04	C06	PP08D	PP08R	set_no	set_no2	dv	pv	gd_Aw	gd_2w	sd_Aw	sd_2w	pad	pmd	pff	rbe	rbw	hrbe	hrbm	hrbl	lpsd2	lpld2	v08	sd2_sc1	sd2_Sc2	sd2_sc3	v08_Score
6	83	0	0	0	0	3	1.8	2.4	30.5	71.3	52.7	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	100	100	80	95.2	0	0	0	1	1	84	Y	Y	 	 	 	 	 	 	 	 	 	Y	N	N	 	N	Y	59.6	58.5	59	98
6	42	0	0	0	0	1.2	0	1.2	30.5	71.3	52.7	2761	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	80	20	100	58.3	0	0	0	0	1	27	Y	Y	N	N	N	N	 	N	N	N	N	N	N	Y	 	 	Y	71.4	70.5	71	86
7	65	0	13	57.1	0	3.7	.4	2.1	12.8	86.4	68.2	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	100	100	80	95.2	0	0	1	0	2	12	Y	Y	 	 	 	 	 	 	 	 	 	 	 	 	 	Y	Y	74.4	72.7	73.5	99
7	57	0	0	0	0	1.7	.6	1.2	0	89.1	67.5	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	100	62.5	40	71.4	0	0	0	1	1	73	Y	Y	N	N	N	N	 	N	N	N	N	 	 	 	N	N	Y	84.9	93.5	89.2	98
8	70	0	14	0	0	2.3	.5	1.4	11.9	86.6	69.8	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	100	100	80	95.2	0	0	1	0	2	21	Y	Y	Y	Y	Y	Y	 	Y	N	Y	Y	N	N	Y	Y	Y	Y	84.3	72.7	78.5	99
7	64	0	13.3	0	0	1.8	0	1.8	20.2	87.7	67.1	9190	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	100	87.5	80	90.5	0	0	1	0	1	57	Y	Y	N	 	Y	Y	 	 	Y	N	Y	Y	N	N	Y	Y	Y	71.2	81.5	76.3	99
7	79	0	0	0	0	2.2	.2	1.2	23.1	85	67.4	3993	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	71.4	57.1	50	61.1	0	0	0	0	2	97	Y	Y	Y	Y	Y	Y	 	 	 	N	Y	 	 	 	 	Y	Y	87	84.9	86	88
8	71	0	0	0	0	6.3	0	6.3	4.9	46.3	39.7	3949	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	100	85.7	75	88.9	0	0	1	0	1	11	Y	Y	N	N	Y	Y	 	 	Y	N	Y	 	 	 	 	Y	Y	31.6	32.5	32.1	97
8	76	0	0	0	0	4.6	0	4.6	0	89.1	75.8	4451	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	100	85.7	80	90	0	0	0	1	1	99	Y	Y	 	 	 	 	 	 	 	 	 	 	 	 	 	N	Y	81.9	84.7	83.3	97
6	47	0	16.1	0	0	4.1	0	4.1	8.1	87.4	71	5389	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	37.5	12.5	0	19	0	0	0	0	1	72	Y	Y	N	N	N	 	 	N	N	N	Y	 	 	 	 	N	N	91.1	89.8	90.5	86
7	56	0	0	0	0	4.7	0	4.7	15.7	84.4	66.8	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	100	50	60	71.4	0	0	0	0	1	94	Y	Y	Y	Y	Y	Y	 	Y	N	N	N	 	 	 	 	Y	Y	78.4	83.4	80.9	95
7	67	0	14	0	0	2.6	0	2.6	23.1	64.8	47.3	6583	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	100	62.5	40	71.4	0	0	0	1	2	91	Y	Y	N	 	N	 	 	 	Y	N	N	 	 	 	 	N	Y	55.8	57.9	56.9	96
6	60	0	0	0	0	0	0	0	10	73.9	56.7	6704	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	87.5	50	40	61.9	0	0	0	1	2	19	Y	Y	N	 	N	N	 	N	N	N	N	 	 	 	 	N	Y	71	80.3	75.6	99
8	58	0	0	0	0	2.4	0	2.4	12.2	70.1	52.9	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	100	75	80	85.7	0	0	0	1	2	97	Y	Y	N	N	N	N	 	N	N	N	Y	N	N	Y	 	N	Y	61.3	65.3	63.3	99
2	80	0	10.7	0	0	2.3	.6	1.5	28.5	89.3	78.5	7469	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	12.5	0	0	4.8	0	0	0	0	2	97	Y	Y	N	 	Y	Y	 	 	 	N	N	 	 	 	 	 	Y	95	84.7	89.8	80
7	81	0	13	0	0	9.8	.4	5.1	16.4	80	73.5	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	100	75	80	85.7	0	0	1	0	2	41	Y	Y	Y	Y	Y	Y	 	Y	N	Y	Y	 	 	 	Y	Y	Y	76.6	77.4	77	99
7	51	0	17.3	0	0	2.8	0	2.8	12.9	70.4	52.1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	87.5	87.5	40	76.2	0	0	0	1	2	94	Y	Y	N	 	N	 	 	 	 	N	Y	N	N	Y	 	N	Y	76	65.3	70.6	98
7	49	0	0	0	0	1.9	.2	1.1	24.6	53.3	50.8	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	100	100	80	95.2	0	0	0	1	2	52	Y	Y	N	N	N	N	 	N	N	Y	Y	N	N	Y	 	N	Y	34.9	27.7	31.3	98
6	50	0	16.2	58.9	0	2.3	0	2.3	9.3	68.1	57.9	5566	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	37.5	0	20	19	0	0	0	0	2	18	Y	Y	N	 	N	 	 	N	N	N	N	 	 	 	 	 	Y	78.9	74.9	76.9	89
7	44	0	0	0	0	1.4	.8	1.1	13.7	71.7	58.9	3177	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	50	0	0	20	0	0	0	0	2	2	Y	Y	N	N	N	N	 	N	N	N	N	 	 	 	 	N	Y	81.2	82.3	81.8	91
6	70	0	0	0	0	1.1	0	1.1	53.8	90.3	71.3	4306	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	100	85.7	100	94.4	0	0	1	0	2	28	Y	Y	Y	Y	Y	Y	 	 	Y	Y	Y	N	Y	N	 	Y	Y	79	85.9	82.5	94
8	79	0	0	0	0	2.3	0	2.3	40	77.6	65.9	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	100	50	80	76.2	0	0	0	1	1	83	Y	Y	N	 	N	N	 	 	Y	Y	Y	N	N	Y	 	N	Y	79	77.5	78.2	99
7	67	0	13.8	0	0	2.1	0	2.1	18	78.4	62.3	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	75	87.5	80	81	0	0	0	1	1	24	Y	Y	N	N	N	N	 	N	N	Y	Y	 	 	 	 	N	Y	76.7	72.3	74.5	99
6	83	0	15.4	0	0	2.8	0	2.8	29.8	87.5	70.2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	100	75	80	85.7	0	0	0	1	1	26	Y	Y	N	N	N	N	 	 	Y	N	Y	 	 	 	 	N	Y	73.9	71.2	72.5	99
8	47	0	0	0	0	7.9	.4	4.2	0	96.3	60.8	7383	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	100	75	40	76.2	0	0	0	1	1	79	Y	Y	N	N	N	N	N	N	N	N	N	N	N	Y	 	N	Y	82	98.5	90.3	97
6	35	0	0	0	0	5.1	.8	3	6	85	67.4	6432	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	62.5	0	0	23.8	0	0	0	0	2	51	Y	Y	N	N	N	 	 	N	N	N	Y	 	 	 	 	 	Y	90.5	89.8	90.2	49
8	55	0	0	0	0	0	100	100	29	96.2	70.5	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	100	25	80	66.7	0	0	0	0	1	79	Y	Y	Y	Y	Y	Y	Y	Y	N	N	N	N	N	Y	Y	Y	Y	94.6	96.5	95.5	96
7	82	0	15.7	0	0	2.6	0	2.6	29.6	85.3	68.5	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	100	87.5	80	90.5	0	0	1	0	2	58	Y	Y	 	 	 	 	 	 	 	 	 	 	 	 	 	Y	Y	75.6	71.2	73.4	99
8	60	0	0	0	0	3.1	.6	1.9	8.9	48.8	35.2	9766	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	100	75	80	85.7	0	0	0	0	2	12	Y	Y	N	N	N	N	 	N	N	N	Y	 	 	 	 	 	Y	32.4	43	37.7	83
7	70	0	0	0	0	15.3	0	15.3	10.4	64.7	43.4	2952	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	100	100	66.7	92.9	0	0	1	0	2	87	Y	Y	N	N	Y	Y	 	 	Y	N	N	N	N	Y	 	Y	Y	55.6	61.1	58.3	99
6	81	0	0	0	0	3.1	0	3.1	0	86.1	66.1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	100	75	60	81	0	0	0	0	2	69	Y	Y	N	 	N	 	 	Y	N	Y	Y	 	 	 	 	Y	Y	84.5	78.2	81.3	92
7	41	0	0	0	0	1.5	0	1.5	11.6	80.4	54.5	3089	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	100	100	66.7	93.3	0	0	0	1	1	38	Y	Y	N	N	N	N	 	N	N	N	N	N	N	Y	 	N	Y	71.4	76.1	73.8	99
7	75	0	0	0	0	1.3	.5	.9	11.9	89.1	67.5	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	100	50	60	71.4	0	0	0	0	2	97	Y	Y	 	 	 	 	 	 	Y	N	Y	 	 	 	Y	Y	Y	78.7	84.7	81.7	98
8	47	0	0	0	0	1.1	0	1.1	36.2	29.7	40.4	8272	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	100	75	40	76.2	0	0	0	1	1	23	Y	Y	N	N	N	N	N	N	N	N	Y	 	 	 	N	N	Y	16.5	32.5	24.5	98
7	56	0	17.8	0	0	0	0	0	17.6	77.8	64.6	9397	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	75	62.5	40	61.9	0	0	0	0	2	19	Y	Y	Y	Y	Y	Y	Y	Y	N	N	N	N	N	Y	Y	Y	Y	75.7	79.7	77.7	95
7	80	0	0	0	0	1.7	0	1.7	0	87	73.2	6999	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	100	62.5	40	71.4	0	0	0	0	2	45	Y	Y	N	N	N	N	N	N	N	N	Y	N	Y	N	 	 	Y	72.1	80.4	76.3	95
6	64	0	0	0	0	5	94.4	49.7	13.4	75.4	62.2	7047	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	75	62.5	80	71.4	0	0	1	0	2	72	Y	Y	Y	Y	Y	Y	Y	Y	N	N	Y	 	 	 	Y	Y	Y	76.8	74.4	75.6	98
7	52	0	14.9	0	0	4.6	0	4.6	15.6	83.3	60.5	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	100	87.5	80	90.5	0	0	0	0	2	60	Y	Y	Y	Y	N	 	 	Y	N	N	Y	 	 	 	 	Y	Y	71.4	76.1	73.8	91
6	61	0	0	0	0	1.7	0	1.7	23.7	72.2	56.4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	100	62.5	80	81	0	0	0	0	2	33	Y	Y	Y	Y	N	 	 	Y	N	N	Y	 	 	 	 	N	Y	62.7	58.5	60.6	95
8	76	0	0	0	0	50	.4	25.2	20	65.6	53.2	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	100	100	80	95.2	0	0	0	0	2	50	Y	Y	N	 	N	 	 	 	Y	N	Y	Y	N	N	 	N	Y	68.9	63.2	66	92
7	75	0	12.5	58.8	0	0	0	0	15.7	80.5	63.8	7128	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	100	87.5	80	90.5	0	0	0	1	1	17	Y	Y	N	N	N	N	 	N	N	Y	Y	 	 	 	 	N	Y	67.5	67.4	67.4	97
7	92	0	0	0	0	4.1	.5	2.3	14.4	78.7	62.4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	87.5	75	60	76.2	0	0	1	0	2	73	Y	Y	N	 	 	 	 	 	 	 	 	 	 	 	Y	Y	Y	79.3	77.5	78.4	99
8	56	0	0	0	0	1.7	.7	1.2	8.9	48.9	41.4	6193	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	62.5	25	40	42.9	0	0	0	0	2	18	Y	Y	N	 	N	 	 	 	Y	N	N	 	 	 	 	N	Y	45.7	52.7	49.2	93
8	67	0	0	0	0	4.2	0	4.2	0	50	46.8	6253	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	87.5	50	60	66.7	0	0	0	0	1	27	Y	Y	N	 	Y	Y	 	 	Y	Y	Y	 	 	 	 	N	Y	35.6	46.4	41	93
8	84	0	0	0	0	1.6	.3	1	10.7	74.1	58.7	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	100	62.5	60	76.2	0	0	0	1	1	20	Y	Y	N	 	N	 	 	 	 	Y	Y	Y	N	N	 	N	Y	74.8	74.4	74.6	99
6	65	0	0	0	0	0	0	0	8.1	87.4	71	5124	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	75	50	20	52.4	0	0	0	0	2	92	Y	Y	Y	Y	Y	Y	 	Y	N	N	N	 	 	 	Y	Y	Y	89.7	84.9	87.3	90
7	66	0	0	0	0	1.8	0	1.8	42.8	83.9	68.1	7700	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	100	87.5	80	90.5	0	0	0	0	2	68	Y	Y	 	 	 	 	 	 	 	N	N	N	Y	N	Y	Y	Y	77.2	76.1	76.7	90
8	62	0	0	0	0	2.5	0	2.5	10.2	86.4	55.6	2705	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	60	20	50	41.7	0	0	0	0	1	12	Y	Y	N	N	N	N	 	 	Y	Y	Y	N	N	Y	 	 	Y	85.6	94.3	90	94
8	68	0	0	0	0	4.3	0	4.3	43.9	76.7	61.5	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	100	37.5	80	71.4	0	0	0	0	2	30	Y	Y	N	N	N	 	 	 	 	N	N	N	N	Y	 	Y	Y	68.7	69.1	68.9	96
7	67	0	11.6	0	0	9.3	0	9.3	0	73.8	58.1	7540	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	100	87.5	80	90.5	0	0	1	0	1	49	Y	Y	Y	Y	Y	Y	 	Y	N	N	Y	N	N	Y	Y	Y	Y	63.1	65.6	64.3	99
7	54	0	0	0	0	8.7	0	8.7	14	57.3	48.9	3361	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	66.7	50	0	46.7	0	0	0	0	2	29	Y	Y	N	N	N	N	 	N	N	N	N	 	 	 	 	 	Y	54.2	71.7	63	72
8	55	0	18.7	0	0	2.8	0	2.8	24.4	61.9	55.7	7369	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	75	25	20	42.9	0	0	0	0	2	11	Y	Y	N	N	Y	Y	 	 	Y	N	Y	N	Y	N	 	 	Y	59.2	54.9	57.1	88
8	66	0	0	0	0	.9	.3	.6	15.6	90.4	62.3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	100	75	80	85.7	0	0	0	1	2	85	Y	Y	Y	Y	Y	Y	 	 	Y	Y	Y	N	Y	N	N	N	Y	79	87.3	83.2	99
7	55	0	14.3	0	0	1.6	0	1.6	25.3	76.9	60.2	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	100	75	60	81	0	0	0	0	1	78	Y	Y	N	N	N	N	 	N	N	N	N	 	 	 	 	Y	Y	74.2	69.1	71.7	84
6	65	0	0	0	0	3.2	0	3.2	10.8	83.2	58	5952	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	50	25	20	33.3	0	0	0	0	1	83	Y	Y	N	 	N	 	 	 	Y	Y	Y	 	 	 	 	N	Y	84.6	89.1	86.9	90
7	53	0	0	0	0	0	0	0	29.8	87.5	70.2	9952	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	100	75	80	85.7	0	0	0	0	1	6	Y	Y	N	N	N	N	 	 	Y	N	N	 	 	 	 	Y	Y	81.5	81.5	81.5	76
7	73	0	0	0	0	13.1	0	13.1	52.7	78.1	68.1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	100	87.5	80	90.5	0	0	0	1	2	93	Y	Y	N	 	N	 	 	 	 	Y	Y	 	 	 	 	Y	Y	72.2	62.1	67.1	99
9	66	0	0	0	0	9.3	.5	4.9	17.5	40.7	37.6	6686	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	50	12.5	0	23.8	0	0	1	0	2	1	Y	Y	N	 	N	 	 	Y	N	N	Y	 	 	 	 	Y	Y	45.9	69.1	57.5	98
